Non_lead_shot_Cl,Time_Cl,Date_Cl,No_geese_killed_Cl,Shots_fired_Cl,Gun_used_S_R_Cl,Shotgun_shots_Cl,Rifle_shots_Cl,Species_Killed_Cl,Field_code_Cl,Raw_Farm_Name
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,EO27,eorrabus
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,EO6,eorrabus
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,EO2,eorrabus
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,OV43,eorrabus
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,OV23,eorrabus
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,OV5,eorrabus
NA,12:05:00,2013-02-11,NA,NA,NA,NA,NA,NA,CG4,claggan
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,GC42,starchmill
NA,12:15:00,2013-02-11,NA,NA,NA,NA,NA,NA,CG20,ballitarsin
NA,12:15:00,2013-02-11,NA,NA,NA,NA,NA,NA,CG23,ballitarsin
NA,12:15:00,2013-02-11,NA,NA,NA,NA,NA,NA,CG33,ballitarsin
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,NB7,neriby
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,NB8,neriby
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,NB12,neriby
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,NB13,neriby
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY7,mulindry
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY8,mulindry
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY23,mulindry
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY25,mulindry
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY26,mulindry
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,CC2,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,CC5,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,CC6,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,CC16,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,AV14,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,AV15,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,AV25,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,CN20,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,CN22,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,CN10,dunlossit
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,LT27,dunlossit
NA,13:00:00,2013-02-11,3,4,NA,NA,NA,NA,LR7,leorin
NA,13:30:00,2013-02-11,1,2,NA,NA,NA,NA,BV15,cornabus
NA,14:00:00,2013-02-11,NA,NA,NA,NA,NA,NA,KT10,kintra
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,LG2,portantruan
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,LG6,portantruan
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,LG29,portantruan
NA,14:45:00,2013-02-11,NA,NA,NA,NA,NA,NA,KR13,ardtalla
NA,15:00:00,2013-02-11,NA,NA,NA,NA,NA,NA,LG13,ardbeg & lagavulin
NA,15:00:00,2013-02-11,NA,NA,NA,NA,NA,NA,LG14,ardbeg & lagavulin
NA,15:00:00,2013-02-11,NA,NA,NA,NA,NA,NA,AB42,ardbeg & lagavulin
NA,15:00:00,2013-02-11,NA,NA,NA,NA,NA,NA,AB37,ardbeg & lagavulin
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY7,machrie
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY8,machrie
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY23,machrie
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY25,machrie
NA,NA,2013-02-11,NA,NA,NA,NA,NA,NA,MY26,machrie
NA,15:25:00,2013-02-11,NA,NA,NA,NA,NA,NA,DU6,laggan & duich
NA,15:25:00,2013-02-11,NA,NA,NA,NA,NA,NA,DU14,laggan & duich
NA,15:25:00,2013-02-11,NA,NA,NA,NA,NA,NA,DU10,laggan & duich
NA,15:35:00,2013-02-11,8,4,NA,NA,NA,NA,LN7,laggan & duich
NA,17:15:00,2013-02-11,1,3,NA,NA,NA,NA,IH3,island farm
NA,17:35:00,2013-02-11,2,4,NA,NA,NA,NA,DU10,laggan & duich
NA,09:00:00,2013-02-11,NA,1,S,1,NA,NA,OM7,octomore
NA,09:00:00,2013-02-11,NA,1,S,1,NA,NA,OM7,octomore
NA,09:20:00,2013-02-11,NA,2,S,2,NA,NA,KI42,kilchiaran
NA,09:40:00,2013-02-11,5,4,S,4,NA,NA,LO51,lossit
NA,10:10:00,2013-02-11,2,4,S,4,NA,NA,CV14,cladville
NA,10:45:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,octofad
NA,10:55:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,craigfad
NA,11:05:00,2013-02-11,NA,NA,NA,NA,NA,NA,PC26,lorgba
NA,11:10:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,octomore
NA,11:15:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,gartacharra
NA,11:20:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,conisby
NA,11:30:00,2013-02-11,3,3,S,3,NA,BA,KW15,sunderland
NA,11:30:00,2013-02-11,2,2,S,2,NA,BA,SU5,sunderland
NA,12:15:00,2013-02-11,NA,2,S,2,NA,NA,RK17,rockside
NA,12:50:00,2013-02-11,NA,1,S,1,NA,NA,BB4,coull
NA,13:00:00,2013-02-11,NA,NA,NA,NA,NA,NA,BB7,ballinaby no.2
NA,13:00:00,2013-02-11,NA,NA,NA,NA,NA,NA,BB7,ballinaby no.2
NA,13:10:00,2013-02-11,NA,1,S,1,NA,NA,GG35,coille
NA,13:50:00,2013-02-11,2,2,S,2,NA,BA,AN4,ardnave
NA,14:20:00,2013-02-11,NA,4,S,4,NA,NA,CP56,craigens
NA,15:00:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,uiskentuie
NA,15:15:00,2013-02-11,3,3,S,3,NA,BA,MC8,carrabus
NA,15:50:00,2013-02-11,2,2,S,2,NA,BA,RM23,ronnachmore
NA,16:20:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,gartbreck
NA,16:30:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,cruach
NA,16:35:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,west cruach
NA,16:40:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,tallant
NA,16:45:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,gartbreck
NA,16:45:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,gartloist
NA,16:55:00,2013-02-11,NA,NA,NA,NA,NA,NA,NA,blackrock
NA,09:00:00,2013-02-12,NA,1,S,1,NA,NA,OM7,octomore
NA,09:00:00,2013-02-12,1,1,S,1,NA,BA,OM19,octomore
NA,09:40:00,2013-02-12,2,3,S,3,NA,BA,OM40,gartacharra
NA,10:00:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,conisby
NA,10:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,sunderland
NA,11:20:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,coille
NA,11:30:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,ballinaby no.1
NA,11:40:00,2013-02-12,NA,2,S,2,NA,NA,BB4,coull
NA,11:55:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,rockside
NA,12:25:00,2013-02-12,NA,2,S,2,NA,NA,AN4,ardnave
NA,12:25:00,2013-02-12,NA,2,S,2,NA,NA,AN7,ardnave
NA,13:10:00,2013-02-12,NA,2,S,2,NA,NA,CP56,craigens
NA,13:10:00,2013-02-12,NA,1,S,1,NA,NA,KA2,craigens
NA,13:10:00,2013-02-12,NA,2,S,2,NA,NA,CP9,craigens
NA,13:50:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,uiskentuie
NA,14:05:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,carrabus
NA,14:25:00,2013-02-12,3,6,S,6,NA,BA,RM23,ronnachmore
NA,14:25:00,2013-02-12,1,1,S,1,NA,BA,RM17,ronnachmore
NA,15:00:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,gartbreck
NA,15:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,cruach
NA,15:15:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,tallant
NA,15:20:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,gartmain
NA,15:30:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,gartloist
NA,15:50:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,blackrock
NA,16:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,PC25,lorgba
NA,16:15:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,craigfad
NA,16:20:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,octofad
NA,16:30:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,cladville
NA,16:45:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,lossit
NA,17:00:00,2013-02-12,NA,NA,NA,NA,NA,NA,NA,kilchiaran
NA,09:20:00,2013-02-12,NA,NA,NA,NA,NA,NA,CG4,claggan
NA,09:20:00,2013-02-12,NA,NA,NA,NA,NA,NA,CG5,claggan
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,GC42,starchmill
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,CG20,ballitarsin
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,CG23,ballitarsin
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,CG33,ballitarsin
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,NB7,neriby
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,NB8,neriby
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,NB12,neriby
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,NB13,neriby
NA,NA,2013-02-12,NA,1,NA,NA,NA,NA,MY7,mulindry
NA,NA,2013-02-12,NA,1,NA,NA,NA,NA,CC5,dunlossit
NA,10:50:00,2013-02-12,2,4,NA,NA,NA,NA,MY23,mulindry
NA,11:50:00,2013-02-12,3,4,NA,NA,NA,NA,AV25,dunlossit
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,MY7,mulindry
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,MY8,mulindry
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,MY23,mulindry
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,MY25,mulindry
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,MY26,mulindry
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,BE5,home farm
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,BE19,home farm
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,BE15,home farm
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,BE17,home farm
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,BE24,home farm
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,BE25,home farm
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,OV8,home farm
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,OV6,home farm
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,OV2,home farm
NA,13:40:00,2013-02-12,NA,NA,NA,NA,NA,NA,SC8,scarrabus
NA,13:40:00,2013-02-12,NA,NA,NA,NA,NA,NA,EO11,scarrabus
NA,13:50:00,2013-02-12,NA,2,NA,NA,NA,NA,KP1,keppolsmore
NA,14:10:00,2013-02-12,NA,1,NA,NA,NA,NA,NA,ballimartin
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,KM21,kilmeny
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,KM24,kilmeny
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,KM9,kilmeny
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,KM39,kilmeny
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,FL12,finlaggan
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,FL14,finlaggan
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,FL15,finlaggan
NA,14:45:00,2013-02-12,NA,NA,NA,NA,NA,NA,BN1,persabus
NA,14:45:00,2013-02-12,NA,NA,NA,NA,NA,NA,BN3,persabus
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,EK10,esknish
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,EK11,esknish
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,EK21,esknish
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,EK32,esknish
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,EK33,esknish
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,EK37,esknish
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,EK59,esknish
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,DA3,daill
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,DA4,daill
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,DA7,daill
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,DA8,daill
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,DA10,daill
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,CG29,daill
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,NB22,daill
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,LR6,leorin
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,LR7,leorin
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,LR12,leorin
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,BV16,cornabus
NA,16:15:00,2013-02-12,NA,NA,NA,NA,NA,NA,KT10,kintra
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,KT20,machrie
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,KT21,machrie
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,LN6,laggan & duich
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,LN7,laggan & duich
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,LN14,laggan & duich
NA,NA,2013-02-12,NA,NA,NA,NA,NA,NA,IH3,island farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,BE5,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,BE19,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,BE15,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,BE17,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,BE24,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,BE25,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,OV8,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,OV6,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,OV2,home farm
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,EO9,eorrabus
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,EO27,eorrabus
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,EO6,eorrabus
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,EO2,eorrabus
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,OV43,eorrabus
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,OV23,eorrabus
NA,17:10:00,2013-02-12,NA,NA,NA,NA,NA,NA,OV5,eorrabus
NA,17:15:00,2013-02-12,1,4,NA,NA,NA,NA,NA,scarrabus
NA,09:50:00,2013-02-13,1,2,NA,NA,NA,NA,RM27,gartbreck
NA,10:35:00,2013-02-13,NA,NA,NA,NA,NA,NA,RM23,ronnachmore
NA,10:35:00,2013-02-13,NA,NA,NA,NA,NA,NA,RM16,ronnachmore
NA,10:50:00,2013-02-13,NA,NA,NA,NA,NA,NA,CR16,cruach
NA,10:50:00,2013-02-13,NA,NA,NA,NA,NA,NA,CR36,cruach
NA,10:50:00,2013-02-13,NA,NA,NA,NA,NA,NA,CR17,cruach
NA,10:55:00,2013-02-13,NA,1,NA,NA,NA,NA,TL2,west cruach
NA,11:00:00,2013-02-13,NA,1,NA,NA,NA,NA,TL21,tallant
NA,11:35:00,2013-02-13,NA,3,NA,NA,NA,NA,GM8,gartmain
NA,12:00:00,2013-02-13,NA,NA,NA,NA,NA,NA,GC21,gartloist
NA,12:20:00,2013-02-13,7,2,NA,NA,NA,NA,MC21,carrabus
NA,13:15:00,2013-02-13,NA,1,NA,NA,NA,NA,US2,blackrock
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,CP25,uiskentuie
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,CP28,uiskentuie
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,LY23,uiskentuie
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,LY32,uiskentuie
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,US10,uiskentuie
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,US12,uiskentuie
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,CP9,craigens
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,OM40,gartacharra
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,OM1,octomore
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,OM2,octomore
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,OM7,octomore
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,OM18,octomore
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,OM19,octomore
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,OM32,octomore
NA,NA,2013-02-13,NA,NA,NA,NA,NA,NA,CF21,craigfad
NA,15:00:00,2013-02-13,NA,NA,NA,NA,NA,NA,OF31,octofad
NA,15:00:00,2013-02-13,NA,NA,NA,NA,NA,NA,OF32,octofad
NA,15:00:00,2013-02-13,NA,NA,NA,NA,NA,NA,OF33,octofad
NA,15:00:00,2013-02-13,NA,NA,NA,NA,NA,NA,BH16,octofad
NA,15:00:00,2013-02-13,NA,NA,NA,NA,NA,NA,BH19,octofad
NA,15:00:00,2013-02-13,NA,NA,NA,NA,NA,NA,OF36,octofad
NA,08:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,OF31,octofad
NA,08:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,OF32,octofad
NA,08:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,OF33,octofad
NA,08:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,BH16,octofad
NA,08:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,BH19,octofad
NA,08:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,OF36,octofad
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,CF21,craigfad
NA,09:00:00,2013-02-14,NA,1,NA,NA,NA,NA,PC26,lorgba
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,OM7,octomore
NA,NA,2013-02-14,1,1,NA,NA,NA,NA,OM40,gartacharra
NA,10:20:00,2013-02-14,NA,2,NA,NA,NA,NA,RM17,ronnachmore
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,RM27,gartbreck
NA,10:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,CR16,cruach
NA,10:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,CR36,cruach
NA,10:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,CR17,cruach
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,TL2,west cruach
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,TL4,west cruach
NA,10:55:00,2013-02-14,NA,1,NA,NA,NA,NA,TL19,tallant
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,GC21,gartloist
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,GC22,gartloist
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,GC23,gartloist
NA,NA,2013-02-14,NA,NA,NA,NA,NA,NA,GM8,gartmain
NA,12:15:00,2013-02-14,NA,2,NA,NA,NA,NA,MC8,carrabus
NA,12:45:00,2013-02-14,4,2,NA,NA,NA,NA,US2,blackrock
NA,13:15:00,2013-02-14,NA,2,NA,NA,NA,NA,LY32,uiskentuie
NA,13:15:00,2013-02-14,NA,NA,NA,NA,NA,NA,CP25,uiskentuie
NA,14:05:00,2013-02-14,NA,NA,NA,NA,NA,NA,CP7,craigens
NA,14:05:00,2013-02-14,NA,3,NA,NA,NA,NA,KA10,craigens
NA,16:15:00,2013-02-14,8,2,NA,NA,NA,NA,AN4,ardnave
NA,17:15:00,2013-02-14,NA,NA,NA,NA,NA,NA,SU1,sunderland
NA,17:15:00,2013-02-14,NA,NA,NA,NA,NA,NA,SU5,sunderland
NA,17:15:00,2013-02-14,NA,NA,NA,NA,NA,NA,KW8,sunderland
NA,17:15:00,2013-02-14,NA,NA,NA,NA,NA,NA,KW15,sunderland
NA,17:15:00,2013-02-14,NA,NA,NA,NA,NA,NA,KW14,sunderland
NA,09:05:00,2013-02-14,NA,NA,NA,NA,NA,NA,BE24,home farm
NA,09:05:00,2013-02-14,NA,NA,NA,NA,NA,NA,BE24,home farm
NA,09:15:00,2013-02-14,1,2,S,2,NA,BA,BE25,home farm
NA,09:40:00,2013-02-14,NA,NA,NA,NA,NA,NA,OV6,home farm
NA,09:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,scarrabus
NA,10:00:00,2013-02-14,NA,2,S,2,NA,NA,EO6,eorrabus
NA,10:20:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,esknish
NA,10:30:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,ballimartin
NA,10:40:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,kilmeny
NA,10:50:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,finlaggan
NA,11:05:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,persabus
NA,11:20:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,dunlossit
NA,11:30:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,mulindry
NA,11:40:00,2013-02-14,NA,NA,NA,NA,NA,NA,NB7,neriby
NA,11:50:00,2013-02-14,1,3,S,3,NA,BA,GG20,ballitarsin
NA,12:40:00,2013-02-14,2,3,S,3,NA,BA,LR7,leorin
NA,12:40:00,2013-02-14,NA,3,S,3,NA,NA,LR7,leorin
NA,13:40:00,2013-02-14,NA,NA,NA,NA,NA,NA,LG2,portantruan
NA,13:40:00,2013-02-14,NA,NA,NA,NA,NA,NA,LG29,portantruan
NA,14:00:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,ardbeg & lagavulin
NA,14:10:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,cornabus
NA,14:20:00,2013-02-14,2,2,S,2,NA,BA,KT10,kintra
NA,15:00:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,machrie
NA,15:15:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,laggan & duich
NA,15:15:00,2013-02-14,NA,NA,NA,NA,NA,NA,NA,laggan & duich
NA,15:30:00,2013-02-14,5,5,S,5,NA,BA,IH3,island farm
NA,16:30:00,2013-02-14,NA,NA,NA,NA,NA,NA,BE24,home farm
NA,16:35:00,2013-02-14,3,3,S,3,NA,BA,EO27,eorrabus
NA,09:10:00,2013-02-15,2,3,NA,NA,NA,NA,CV14,cladville
NA,10:15:00,2013-02-15,NA,NA,NA,NA,NA,NA,LO51,lossit
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,KI6,kilchiaran
NA,10:50:00,2013-02-15,1,2,NA,NA,NA,NA,OM2,octomore
NA,11:25:00,2013-02-15,NA,NA,NA,NA,NA,NA,CF21,craigfad
NA,12:30:00,2013-02-15,NA,1,NA,NA,NA,NA,OF31,octofad
NA,11:50:00,2013-02-15,1,1,NA,NA,NA,NA,BH5,conisby
NA,12:30:00,2013-02-15,2,3,NA,NA,NA,NA,SU5,sunderland
NA,13:25:00,2013-02-15,NA,1,NA,NA,NA,NA,RK8,rockside
NA,14:20:00,2013-02-15,NA,NA,NA,NA,NA,NA,CO6,coull
NA,14:20:00,2013-02-15,NA,NA,NA,NA,NA,NA,CO19,coull
NA,14:20:00,2013-02-15,NA,NA,NA,NA,NA,NA,CO11,coull
NA,14:20:00,2013-02-15,NA,NA,NA,NA,NA,NA,CO23,coull
NA,14:20:00,2013-02-15,NA,NA,NA,NA,NA,NA,BB4,coull
NA,14:20:00,2013-02-15,NA,NA,NA,NA,NA,NA,BB5,coull
NA,14:20:00,2013-02-15,NA,NA,NA,NA,NA,NA,BB6,coull
NA,14:30:00,2013-02-15,NA,2,NA,NA,NA,NA,BB4,ballinaby no.1 
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,BB7,ballinaby no.2 
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,BB8,ballinaby no.2 
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,BB10,ballinaby no.2 
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,BB14,ballinaby no.2 
NA,15:00:00,2013-02-15,NA,NA,NA,NA,NA,NA,GG20,coille
NA,15:00:00,2013-02-15,NA,NA,NA,NA,NA,NA,GG9,coille
NA,15:00:00,2013-02-15,NA,NA,NA,NA,NA,NA,GG35,coille
NA,15:15:00,2013-02-15,NA,NA,NA,NA,NA,NA,AN4,ardnave
NA,15:15:00,2013-02-15,NA,NA,NA,NA,NA,NA,AN7,ardnave
NA,15:15:00,2013-02-15,NA,NA,NA,NA,NA,NA,KN24,ardnave
NA,15:15:00,2013-02-15,NA,NA,NA,NA,NA,NA,KN9,ardnave
NA,15:30:00,2013-02-15,NA,NA,NA,NA,NA,NA,LY23,uiskentuie
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,US2,blackrock
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,BE41,blackrock
NA,15:45:00,2013-02-15,NA,NA,NA,NA,NA,NA,BE6,carrabus
NA,15:45:00,2013-02-15,NA,NA,NA,NA,NA,NA,MC8,carrabus
NA,15:45:00,2013-02-15,NA,NA,NA,NA,NA,NA,MC9,carrabus
NA,15:45:00,2013-02-15,NA,NA,NA,NA,NA,NA,MC10,carrabus
NA,15:45:00,2013-02-15,NA,NA,NA,NA,NA,NA,MC20,carrabus
NA,15:45:00,2013-02-15,NA,NA,NA,NA,NA,NA,MC21,carrabus
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,GM8,gartmain
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,GM42,gartmain
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,GM43,gartmain
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,GM44,gartmain
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,GM45,gartmain
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,GC21,gartloist
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,GC22,gartloist
NA,NA,2013-02-15,NA,NA,NA,NA,NA,NA,GC23,gartloist
