wkt_geom,fid,FIELD_ID,SINGLE_NUM,OID_T,SHAPE_AREA,SHAPE_LEN,xcoord,ycoord
Point (138106.27644084513303824 645886.4400646899593994),180,BY21,21,229,0,0,138106.2764,645886.4401
Point (138100.30693682434502989 667781.84626515791751444),639,BM34,34,670,0,0,138100.3069,667781.8463
Point (138098.83222858436056413 659507.59784661093726754),1337,KG33,33,1320,0,0,138098.8322,659507.5978
Point (138091.28068571860785596 659181.18744400562718511),1322,KG21,21,1307,0,0,138091.2807,659181.1874
Point (138084.5036471736675594 665833.69679918303154409),834,KP13,13,1413,0,0,138084.5036,665833.6968
Point (138084.4659984914760571 664737.56411987484898418),895,EK50,50,1049,0,0,138084.466,664737.5641
Point (138083.53682406118605286 665430.29781442449893802),804,EK43,43,1043,0,0,138083.5368,665430.2978
Point (138083.37597540547722019 647086.09529885521624237),222,BY29,29,237,0,0,138083.376,647086.0953
Point (138071.57369516478502192 666209.40751532034482807),901,KP19,19,1419,0,0,138071.5737,666209.4075
Point (138070.65771424601553008 663621.3171825302997604),930,EK58,58,1057,0,0,138070.6577,663621.3172
Point (138066.12470059920451604 645690.89845061034429818),181,BY22,22,230,0,0,138066.1247,645690.8985
Point (138060.25904478196753189 646727.31326282385271043),298,BY8,8,250,0,0,138060.259,646727.3133
Point (138043.73344254022231326 665088.97332048078533262),894,EK49,49,1048,0,0,138043.7334,665088.9733
Point (138027.57501708410563879 645457.24750506831333041),158,BY24,24,232,0,0,138027.575,645457.2475
Point (137999.40732859328272752 664158.9333727607736364),928,EK56,56,1055,0,0,137999.4073,664158.9334
Point (137973.14313708987901919 666004.4758853679522872),900,KP18,18,1418,0,0,137973.1431,666004.4759
Point (137969.29675028382916935 657360.95471692935097963),552,AV34,34,594,0,0,137969.2968,657360.9547
Point (137960.42831123966607265 667229.78756769734900445),699,BM29,29,664,0,0,137960.4283,667229.7876
Point (137948.39793316667783074 646200.10577170387841761),3,BY18,18,24,0,0,137948.3979,646200.1058
Point (137948.29557523826952092 659143.94656831328757107),1336,KG32,32,1319,0,0,137948.2956,659143.9466
Point (137944.31245473705348559 667916.72330020857043564),664,BM45,45,680,0,0,137944.3125,667916.7233
Point (137939.92709039858891629 665417.10033041494898498),803,EK42,42,1042,0,0,137939.9271,665417.1003
Point (137933.57066267242771573 664477.96333612420130521),841,EK54,54,1053,0,0,137933.5707,664477.9633
Point (137930.96006729977671057 665735.74822021089494228),833,KP11,11,1412,0,0,137930.9601,665735.7482
Point (137918.19630717666586861 645591.571671430952847),217,BY23,23,231,0,0,137918.1963,645591.5717
Point (137915.81289250336703844 658997.31367571884766221),1321,KG20,20,1306,0,0,137915.8129,658997.3137
Point (137890.53527327260235325 645941.72114249120932072),177,BY19,19,226,0,0,137890.5353,645941.7211
Point (137889.10684900937485509 646490.45887061802204698),234,BY7,7,249,0,0,137889.1068,646490.4589
Point (137880.19355379312764853 666448.20825216080993414),1095,KP42,42,1443,0,0,137880.1936,666448.2083
Point (137879.55767398106399924 664785.78284944826737046),896,EK51,51,1050,0,0,137879.5577,664785.7828
Point (137877.2824090801004786 660404.22585517319384962),903,CN14,14,830,0,0,137877.2824,660404.2259
Point (137872.02657718810951337 659211.66743650916032493),1297,KG18,18,1303,0,0,137872.0266,659211.6674
Point (137870.40582112624542788 657737.07106397044844925),569,AV30,30,590,0,0,137870.4058,657737.0711
Point (137850.4704100675880909 658752.58686222997494042),1335,KG31,31,1318,0,0,137850.4704,658752.5869
Point (137840.90224073646822944 665198.7613374509382993),802,EK41,41,1041,0,0,137840.9022,665198.7613
Point (137835.0380025148333516 658563.26274761825334281),1249,KG30,30,1317,0,0,137835.038,658563.2627
Point (137834.13080684802844189 665542.15510758466552943),955,KP5,5,1451,0,0,137834.1308,665542.1551
Point (137802.91467853679205291 664661.06407072755973786),1082,EK18,18,1015,0,0,137802.9147,664661.0641
Point (137802.81819297821493819 646243.76549612393137068),176,BY17,17,225,0,0,137802.8182,646243.7655
Point (137777.75577046972466633 646681.58412696665618569),232,BY5,5,247,0,0,137777.7558,646681.5841
Point (137771.75031138065969571 663966.44955875573214144),993,EK36,36,1035,0,0,137771.7503,663966.4496
Point (137765.60797871736576781 668065.18652491644024849),643,BM39,39,674,0,0,137765.608,668065.1865
Point (137763.78959004560601898 666166.40760361473076046),865,KP43,43,1444,0,0,137763.7896,666166.4076
Point (137762.30827420079731382 667582.36290781304705888),663,BM44,44,679,0,0,137762.3083,667582.3629
Point (137748.48807850596494973 664246.68042838922701776),840,EK53,53,1052,0,0,137748.4881,664246.6804
Point (137746.85649229123373516 646122.94328795210458338),4,BY14,14,25,0,0,137746.8565,646122.9433
Point (137744.0970853642502334 645247.64827695384155959),229,BY35,35,244,0,0,137744.0971,645247.6483
Point (137736.88631680238177069 657535.63114481861703098),565,AV29,29,550,0,0,137736.8863,657535.6311
Point (137732.04876796223106794 667318.68625373649410903),698,BM28,28,663,0,0,137732.0488,667318.6863
Point (137729.61646545529947616 666882.18883407756220549),693,BM22,22,658,0,0,137729.6165,666882.1888
Point (137724.80179769077221863 666667.02040293987374753),662,BM43,43,678,0,0,137724.8018,666667.0204
Point (137723.55597193699213676 645596.67709265218582004),175,BY16,16,224,0,0,137723.556,645596.6771
Point (137705.41014713540789671 658973.47890022641513497),1298,KG19,19,1304,0,0,137705.4101,658973.4789
Point (137684.9193293642019853 665604.5809030745876953),991,KP4,4,1440,0,0,137684.9193,665604.5809
Point (137681.80114945751847699 646374.82425486657302827),233,BY6,6,248,0,0,137681.8011,646374.8243
Point (137680.13694284638040699 646875.2821498541161418),223,BY3,3,238,0,0,137680.1369,646875.2821
Point (137673.17741924693109468 660763.53307481249794364),1013,CN29,29,842,0,0,137673.1774,660763.5331
Point (137648.92652527100290172 666552.51355328282807022),661,BM42,42,677,0,0,137648.9265,666552.5136
Point (137644.34324258589185774 660052.04861103720031679),1012,CN27,27,841,0,0,137644.3432,660052.0486
Point (137643.49053919187281281 645892.88869067479390651),174,BY15,15,223,0,0,137643.4905,645892.8887
Point (137640.85890568533795886 665372.0369438937632367),992,EK35,35,1034,0,0,137640.8589,665372.0369
Point (137628.02493109166971408 658840.97178686433471739),1186,KG25,25,1311,0,0,137628.0249,658840.9718
Point (137616.46166556727257557 665046.64191017567645758),805,EK44,44,1044,0,0,137616.4617,665046.6419
Point (137611.51144196640234441 647087.06194905657321215),178,BY2,2,227,0,0,137611.5114,647087.0619
Point (137609.94250969382119365 665919.48631516320165247),866,KP44,44,1445,0,0,137609.9425,665919.4863
Point (137579.12632880953606218 658655.5773444096557796),1188,KG27,27,1313,0,0,137579.1263,658655.5773
Point (137578.95299367871484719 664752.64779747813008726),892,EK47,47,1046,0,0,137578.953,664752.6478
Point (137578.7407827885763254 659865.33701270318124443),1363,CN17,17,833,0,0,137578.7408,659865.337
Point (137576.13533064295188524 657449.68379281798843294),567,AV28,28,588,0,0,137576.1353,657449.6838
Point (137574.29074079936253838 646565.66706564906053245),231,BY4,4,246,0,0,137574.2907,646565.6671
Point (137565.41412396664964035 645344.52695505891460925),228,BY34,34,243,0,0,137565.4141,645344.527
Point (137564.93050249048974365 665700.13310426031239331),868,KP46,46,1447,0,0,137564.9305,665700.1331
Point (137563.68541034182999283 664084.17479549825657159),909,EK34,34,1033,0,0,137563.6854,664084.1748
Point (137561.68932504425174557 662814.00724052544683218),1367,DA17,17,964,0,0,137561.6893,662814.0072
Point (137552.21144074521725997 659038.52596921462099999),1296,KG17,17,1302,0,0,137552.2114,659038.526
Point (137535.01831603271421045 663766.71019110246561468),961,EK22,22,1020,0,0,137535.0183,663766.7102
Point (137534.28164698497857898 646088.80916523851919919),173,BY13,13,222,0,0,137534.2816,646088.8092
Point (137527.38016894529573619 657046.46566719294060022),551,AV33,33,593,0,0,137527.3802,657046.4657
Point (137525.09395817026961595 645956.33693629992194474),230,BY37,37,245,0,0,137525.094,645956.3369
Point (137514.83340604804106988 663181.14660954766441137),1365,DA15,15,962,0,0,137514.8334,663181.1466
Point (137493.06558121595298871 658422.21573679300490767),1190,KG29,29,1315,0,0,137493.0656,658422.2157
Point (137491.48003735204110853 657313.0438478667056188),615,AV27,27,586,0,0,137491.48,657313.0438
Point (137490.75065562437521294 662671.18364175094757229),1369,DA19,19,966,0,0,137490.7507,662671.1836
Point (137488.32455276206019334 665517.73073501407634467),541,KP2,2,542,0,0,137488.3246,665517.7307
Point (137484.97701468973536976 666540.15577735181432217),700,BM3,3,665,0,0,137484.977,666540.1558
Point (137479.74758323916466907 662516.51717020012438297),1390,DA20,20,968,0,0,137479.7476,662516.5172
Point (137452.9482825429586228 646817.18048012221697718),169,BY1,1,218,0,0,137452.9483,646817.1805
Point (137449.94672015865216963 657726.47256179363466799),570,AV31,31,591,0,0,137449.9467,657726.4726
Point (137444.02677211677655578 660266.2320602391846478),904,CN15,15,831,0,0,137444.0268,660266.2321
Point (137430.69149080038187094 663932.7777481967350468),960,EK21,21,1019,0,0,137430.6915,663932.7777
Point (137430.56190345657523721 664508.53826111077796668),893,EK48,48,1047,0,0,137430.5619,664508.5383
Point (137402.64476140475017019 664842.84925180254504085),875,EK46,46,1045,0,0,137402.6448,664842.8493
Point (137395.51504284280235879 658942.29819066729396582),1185,KG24,24,1310,0,0,137395.515,658942.2982
Point (137390.87514418762293644 665768.37592618213966489),867,KP45,45,1446,0,0,137390.8751,665768.3759
Point (137381.48504664676147513 657381.31381956941913813),553,AV35,35,595,0,0,137381.485,657381.3138
Point (137381.07659862618311308 665167.65891233668662608),1097,EK39,39,1038,0,0,137381.0766,665167.6589
Point (137379.58842651275335811 666590.96544738707598299),690,BM2,2,655,0,0,137379.5884,666590.9654
Point (137376.77545737978653051 665482.58426134788896888),899,KP32,32,1432,0,0,137376.7755,665482.5843
Point (137376.43054150513489731 667459.9192119874060154),19,BM36,36,6,0,0,137376.4305,667459.9192
Point (137376.42845244830823503 662821.77696358039975166),1366,DA16,16,963,0,0,137376.4285,662821.777
Point (137369.04911283237743191 645234.38095381064340472),227,BY33,33,242,0,0,137369.0491,645234.381
Point (137365.68321974345599301 658506.19453353877179325),1189,KG28,28,1314,0,0,137365.6832,658506.1945
Point (137359.36448950687190518 666126.0835836356272921),680,BM1,1,645,0,0,137359.3645,666126.0836
Point (137348.35047077015042305 657512.9966706793056801),578,AV26,26,533,0,0,137348.3505,657512.9967
Point (137345.64554738267906941 645596.25106315058656037),171,BY11,11,220,0,0,137345.6455,645596.2511
Point (137343.4779473828675691 661759.92315979185514152),1790,NB42,42,1660,0,0,137343.4779,661759.9232
Point (137340.96847985047497787 647227.49781096808146685),224,BY30,30,239,0,0,137340.9685,647227.4978
Point (137331.41575688993907534 664290.02298526372760534),907,EK32,32,1031,0,0,137331.4158,664290.023
Point (137326.91063920225133188 666827.61784679896663874),631,BM6,6,684,0,0,137326.9106,666827.6178
Point (137326.837099457916338 659231.05821164010558277),1295,KG16,16,1301,0,0,137326.8371,659231.0582
Point (137322.24851249560015276 662688.29479232558514923),1368,DA18,18,965,0,0,137322.2485,662688.2948
Point (137313.05289141851244494 667361.97005176544189453),2788,BM26,26,3101,0,0,137313.0529,667361.9701
Point (137307.43965086960815825 645882.331942233373411),172,BY12,12,221,0,0,137307.4397,645882.3319
Point (137293.37943836284102872 645377.60554000444244593),226,BY32,32,241,0,0,137293.3794,645377.6055
Point (137289.65430885410751216 663422.44483539334032685),949,DA27,27,974,0,0,137289.6543,663422.4448
Point (137282.03678644925821573 662165.74470587563700974),1789,NB41,41,1659,0,0,137282.0368,662165.7447
Point (137277.80884049224550836 657841.95548015658278018),18,AV23,23,5,0,0,137277.8088,657841.9555
Point (137277.39477693897788413 664166.99553009402006865),908,EK33,33,1032,0,0,137277.3948,664166.9955
Point (137270.75970883350237273 644938.8880342609481886),17,PE53,53,4,0,0,137270.7597,644938.888
Point (137270.14913047742447816 663872.8131620796630159),941,EK20,20,1018,0,0,137270.1491,663872.8132
Point (137269.22212356928503141 658700.39389570394996554),1187,KG26,26,1312,0,0,137269.2221,658700.3939
Point (137249.00483896033256315 667700.00551850697956979),641,BM37,37,672,0,0,137249.0048,667700.0055
Point (137245.51611483449232765 660534.83583022281527519),1014,CN30,30,843,0,0,137245.5161,660534.8358
Point (137239.53077293810201809 664801.02774751430843025),801,EK40,40,1040,0,0,137239.5308,664801.0277
Point (137230.75587147209444083 665529.16531671583652496),1083,KP1,1,1410,0,0,137230.7559,665529.1653
Point (137212.85464619571575895 665295.55059414461720735),994,EK37,37,1036,0,0,137212.8546,665295.5506
Point (137207.51649838444427587 666348.49477623112034053),577,BM47,47,532,0,0,137207.5165,666348.4948
Point (137202.90494434852735139 661052.16827078349888325),1712,NB43,43,1661,0,0,137202.9049,661052.1683
Point (137201.80167962846462615 665087.4155411128886044),995,EK38,38,1037,0,0,137201.8017,665087.4155
Point (137190.40322919734171592 664035.60207454650662839),820,EK19,19,1016,0,0,137190.4032,664035.6021
Point (137186.5376283687655814 645554.2225427160738036),170,BY10,10,219,0,0,137186.5376,645554.2225
Point (137165.98560398316476494 659972.20704616396687925),905,CN16,16,832,0,0,137165.9856,659972.207
Point (137164.34734702450805344 659448.81805288011673838),1294,KG15,15,1300,0,0,137164.3473,659448.8181
Point (137163.37090044494834729 657945.90307380503509194),2810,AV22,22,3102,0,0,137163.3709,657945.9031
Point (137155.47623833655961789 667948.68679613410495222),642,BM38,38,673,0,0,137155.4762,667948.6868
Point (137148.81464913178933784 646223.00240817142184824),299,BY9,9,251,0,0,137148.8146,646223.0024
Point (137140.67156906722811982 666987.62808122881688178),697,BM27,27,662,0,0,137140.6716,666987.6281
Point (137105.527552692044992 663056.70188789675012231),1281,DA14,14,961,0,0,137105.5276,663056.7019
Point (137103.23733897236525081 664390.74813058867584914),906,EK31,31,1030,0,0,137103.2373,664390.7481
Point (137102.12247921765083447 645144.06008233479224145),491,PE51,51,503,0,0,137102.1225,645144.0601
Point (137092.64608432978275232 645308.15685684827622026),490,PE50,50,502,0,0,137092.6461,645308.1569
Point (137091.0049859965511132 666496.67590885946992785),629,BM5,5,682,0,0,137091.005,666496.6759
Point (137077.17498071689624339 645473.11297322751488537),537,PE49,49,500,0,0,137077.175,645473.113
Point (137075.39196382474619895 667577.44974914111662656),691,BM20,20,656,0,0,137075.392,667577.4497
Point (137065.11704609377193265 664684.71175995306111872),1069,EK30,30,1029,0,0,137065.117,664684.7118
Point (137061.43201781844254583 646789.24791635514702648),225,BY31,31,240,0,0,137061.432,646789.2479
Point (137060.66014897171407938 659584.18993556930217892),1439,CN19,19,834,0,0,137060.6601,659584.1899
Point (137058.58120702666928992 667220.07596254942473024),683,BM12,12,648,0,0,137058.5812,667220.076
Point (137052.9631852624588646 667772.55136721068993211),660,BM40,40,676,0,0,137052.9632,667772.5514
Point (137048.99945439925068058 665078.04560204152949154),828,EK59,59,1058,0,0,137048.9995,665078.0456
Point (137044.59865102605544962 664855.9941461116541177),1066,EK28,28,1026,0,0,137044.5987,664855.9941
Point (137041.58125444262987003 666027.15600167482625693),1379,EO41,41,1095,0,0,137041.5813,666027.156
Point (137037.71704179729567841 665500.23056855041068047),1414,EO31,31,1085,0,0,137037.717,665500.2306
Point (137028.31155332498019561 662652.86379398335702717),948,DA26,26,973,0,0,137028.3116,662652.8638
Point (137025.27516914627631195 645665.47307945194188505),533,PE45,45,496,0,0,137025.2752,645665.4731
Point (137023.82119828771101311 666344.72179591294843704),644,BM4,4,675,0,0,137023.8212,666344.7218
Point (137014.60067874385276809 666778.74723384424578398),665,BM8,8,686,0,0,137014.6007,666778.7472
Point (136992.50647349422797561 659361.72704764362424612),1167,KG22,22,1308,0,0,136992.5065,659361.727
Point (136990.10391212263493799 659169.25738628534600139),1168,KG23,23,1309,0,0,136990.1039,659169.2574
Point (136967.44311305147130042 659661.42952761065680534),1440,CN20,20,835,0,0,136967.4431,659661.4295
Point (136964.31615207111462951 645548.802132842480205),536,PE48,48,499,0,0,136964.3162,645548.8021
Point (136960.72842776047764346 667425.84687316662166268),689,BM19,19,654,0,0,136960.7284,667425.8469
Point (136946.31503005168633536 645728.07593470346182585),530,PE42,42,493,0,0,136946.315,645728.0759
Point (136944.33195143958437257 665716.50171574950218201),1380,EO42,42,1096,0,0,136944.332,665716.5017
Point (136942.1810781191161368 667156.12353276670910418),682,BM11,11,647,0,0,136942.1811,667156.1235
Point (136939.4973704221774824 665176.82979320921003819),1064,EK26,26,1024,0,0,136939.4974,665176.8298
Point (136928.68089102150406688 663965.79012253903783858),548,DA25,25,548,0,0,136928.6809,663965.7901
Point (136926.64162677901913412 666566.20471834915224463),632,BM7,7,685,0,0,136926.6416,666566.2047
Point (136924.28566262914682738 665346.7840827755862847),1394,EO30,30,1084,0,0,136924.2857,665346.7841
Point (136917.20510428180568852 664263.66200997598934919),1080,EK16,16,1013,0,0,136917.2051,664263.662
Point (136913.23962167941499501 664897.56204882182646543),1065,EK27,27,1025,0,0,136913.2396,664897.562
Point (136912.91467083152383566 661549.72507059760391712),1713,NB44,44,1662,0,0,136912.9147,661549.7251
Point (136909.30171862035058439 659884.40903673286084086),1086,CN24,24,838,0,0,136909.3017,659884.409
Point (136899.23718346172245219 662272.82706231041811407),1596,NB23,23,1641,0,0,136899.2372,662272.8271
Point (136897.77330059575615451 666243.40534760244190693),1497,EO48,48,1102,0,0,136897.7733,666243.4053
Point (136889.54910272068809718 644865.10674325015861541),2811,PE52,52,3103,0,0,136889.5491,644865.1067
Point (136889.20216803610674106 660062.30313226720318198),1015,CN31,31,844,0,0,136889.2022,660062.3031
Point (136862.3132762010791339 665465.29756291175726801),1377,EO39,39,1093,0,0,136862.3133,665465.2976
Point (136860.98766226664884016 645774.75098370143678039),529,PE41,41,492,0,0,136860.9877,645774.751
Point (136860.87144463448203169 664555.5959822564618662),1079,EK15,15,1012,0,0,136860.8714,664555.596
Point (136845.51386209658812732 664048.49131246621254832),1081,EK17,17,1014,0,0,136845.5139,664048.4913
Point (136838.06181074041523971 657312.75348369125276804),550,AV32,32,592,0,0,136838.0618,657312.7535
Point (136837.9328725773957558 664779.13345696788746864),1067,EK29,29,1027,0,0,136837.9329,664779.1335
Point (136830.48397838257369585 665865.90732230141293257),1381,EO43,43,1097,0,0,136830.484,665865.9073
Point (136823.57198960386449471 645495.63216641684994102),535,PE47,47,498,0,0,136823.572,645495.6322
Point (136822.64632930068182759 667486.91130743990652263),688,BM17,17,653,0,0,136822.6463,667486.9113
Point (136806.62126690289005637 667315.31236744520720094),630,BM50,50,683,0,0,136806.6213,667315.3124
Point (136799.27916802786057815 660246.4237494021654129),1016,CN32,32,845,0,0,136799.2792,660246.4237
Point (136797.25949303404195234 660701.28874928737059236),1872,NB31,31,1649,0,0,136797.2595,660701.2887
Point (136786.57090406725183129 645809.45688793191220611),528,PE40,40,491,0,0,136786.5709,645809.4569
Point (136784.72568492474965751 667583.29134394496213645),540,BM46,46,541,0,0,136784.7257,667583.2913
Point (136782.87835141157847829 666729.46723998954985291),666,BM9,9,687,0,0,136782.8784,666729.4672
Point (136778.98296098463470116 665007.67501058208290488),964,EK25,25,1023,0,0,136778.983,665007.675
Point (136770.63666240370366722 667015.72351549239829183),681,BM10,10,646,0,0,136770.6367,667015.7235
Point (136765.82095704600214958 661356.5881363075459376),1714,NB45,45,1663,0,0,136765.821,661356.5881
Point (136758.22616319646476768 659805.88331521861255169),1100,CN25,25,839,0,0,136758.2262,659805.8833
Point (136757.48114969630842097 645664.13590045890305191),532,PE44,44,495,0,0,136757.4811,645664.1359
Point (136757.37538468959974125 662481.3337593749165535),785,CG31,31,814,0,0,136757.3754,662481.3338
Point (136756.7159535174141638 663815.58747264626435935),1476,DA24,24,972,0,0,136756.716,663815.5875
Point (136754.34587617410579696 659566.54986873583402485),1084,CN22,22,836,0,0,136754.3459,659566.5499
Point (136747.77835382777266204 660953.35257627838291228),1716,NB47,47,1665,0,0,136747.7784,660953.3526
Point (136745.51779984770109877 664675.36847874103114009),545,EK10,10,545,0,0,136745.5178,664675.3685
Point (136743.78208167554112151 662985.43497031705919653),1254,DA12,12,959,0,0,136743.7821,662985.435
Point (136737.8618878066772595 664266.06481200607959181),1077,EK13,13,1010,0,0,136737.8619,664266.0648
Point (136725.33514769343310036 645831.05230818141717464),526,PE39,39,489,0,0,136725.3351,645831.0523
Point (136712.69456889946013689 666131.72192776796873659),1494,EO45,45,1099,0,0,136712.6946,666131.7219
Point (136711.36011363528086804 659380.72696035110857338),1207,CC12,12,757,0,0,136711.3601,659380.727
Point (136710.75709732424002141 662047.73084371804725379),1595,NB22,22,1640,0,0,136710.7571,662047.7308
Point (136709.88973630339023657 664129.68862643418833613),1078,EK14,14,1011,0,0,136709.8897,664129.6886
Point (136707.98445146455196664 665206.91195078543387353),1392,EO29,29,1082,0,0,136707.9845,665206.912
Point (136706.54230176872806624 665926.81746619136538357),1493,EO44,44,1098,0,0,136706.5423,665926.8175
Point (136704.47288060051505454 666447.13715205411426723),1498,EO49,49,1103,0,0,136704.4729,666447.1372
Point (136702.13203104719286785 660517.90516459371428937),1871,NB30,30,1648,0,0,136702.132,660517.9052
Point (136692.08339753758627921 664943.9044304124545306),963,EK24,24,1022,0,0,136692.0834,664943.9044
Point (136690.55145829118555412 661131.39269185264129192),1715,NB46,46,1664,0,0,136690.5515,661131.3927
Point (136687.7452399094181601 646090.27461772866081446),9,PE32,32,30,0,0,136687.7452,646090.2746
Point (136677.7760906660114415 664509.23053582094144076),546,EK11,11,546,0,0,136677.7761,664509.2305
Point (136668.78320781275397167 645849.58492613572161645),525,PE38,38,488,0,0,136668.7832,645849.5849
Point (136666.26941479844390415 667455.78861202218104154),687,BM16,16,652,0,0,136666.2694,667455.7886
Point (136664.02508899461827241 646259.21074020466767251),23,PE30,30,33,0,0,136664.0251,646259.2107
Point (136655.88575329229934141 664854.88962304941378534),962,EK23,23,1021,0,0,136655.8858,664854.8896
Point (136651.56506039839587174 660078.8907326206099242),549,CN33,33,549,0,0,136651.5651,660078.8907
Point (136640.16550040058791637 664025.80428308411501348),831,EK8,8,1061,0,0,136640.1655,664025.8043
Point (136633.96877864812267944 657758.238514359225519),614,AV21,21,585,0,0,136633.9688,657758.2385
Point (136627.61268957346328534 645625.2239731652662158),531,PE43,43,494,0,0,136627.6127,645625.224
Point (136619.45970863668480888 664314.33590010250918567),977,EK12,12,1009,0,0,136619.4597,664314.3359
Point (136616.84255284399841912 645864.97833806660491973),524,PE37,37,487,0,0,136616.8426,645864.9783
Point (136599.08278061385499313 667360.68087246210779995),692,BM21,21,657,0,0,136599.0828,667360.6809
Point (136592.44342011638218537 666522.67505968804471195),1500,EO50,50,1105,0,0,136592.4434,666522.6751
Point (136591.73181908647529781 665322.44730210234411061),1376,EO38,38,1092,0,0,136591.7318,665322.4473
Point (136590.91243056050734594 662321.62704509275499731),784,CG30,30,813,0,0,136590.9124,662321.627
Point (136586.2568950119020883 659196.52114035550039262),1300,CC13,13,758,0,0,136586.2569,659196.5211
Point (136583.85319811961380765 645995.24325496074743569),521,PE34,34,484,0,0,136583.8532,645995.2433
Point (136577.38014786579879001 666301.98323026520665735),1496,EO47,47,1101,0,0,136577.3801,666301.9832
Point (136565.6243453397473786 663355.94245519500691444),1475,DA23,23,971,0,0,136565.6243,663355.9425
Point (136565.6093806357239373 662689.97979557607322931),1280,DA13,13,960,0,0,136565.6094,662689.9798
Point (136556.67766720778308809 659761.83984314429108053),800,CN26,26,840,0,0,136556.6777,659761.8398
Point (136556.2645661078277044 667057.19548043131362647),684,BM13,13,649,0,0,136556.2646,667057.1955
Point (136553.98632141394773498 659583.57123442378360778),1085,CN23,23,837,0,0,136553.9863,659583.5712
Point (136550.73754463903605938 664699.50094182894099504),918,EK9,9,1062,0,0,136550.7375,664699.5009
Point (136546.67145441813045181 661805.28997602127492428),1594,NB21,21,1639,0,0,136546.6715,661805.29
Point (136540.99267367334687151 665444.6577760367654264),1237,EO57,57,1112,0,0,136540.9927,665444.6578
Point (136539.71154645955539308 664102.51237002306152135),830,EK7,7,1060,0,0,136539.7115,664102.5124
Point (136538.67710892565082759 663040.97611769638024271),1435,DA11,11,958,0,0,136538.6771,663040.9761
Point (136534.05232685184455477 646088.2115334632107988),10,PE31,31,31,0,0,136534.0523,646088.2115
Point (136528.75607945257797837 645572.62550172093324363),534,PE46,46,497,0,0,136528.7561,645572.6255
Point (136521.32680753574823029 661498.84747001307550818),1593,NB20,20,1638,0,0,136521.3268,661498.8475
Point (136513.19061573650105856 660981.9938809679588303),1582,NB38,38,1655,0,0,136513.1906,660981.9939
Point (136507.26230499017401598 665010.90446474961936474),1314,EO28,28,1081,0,0,136507.2623,665010.9045
Point (136502.3790210772131104 646596.02714157954324037),416,LR35,35,457,0,0,136502.379,646596.0271
Point (136477.8022324736812152 645902.6101454203017056),522,PE35,35,485,0,0,136477.8022,645902.6101
Point (136473.54111490375362337 663803.96889863186515868),1474,DA22,22,970,0,0,136473.5411,663803.9689
Point (136469.51845234175561927 660386.5406946181319654),1869,NB29,29,1646,0,0,136469.5185,660386.5407
Point (136465.76213131262920797 660270.60301542317029089),1868,NB28,28,1645,0,0,136465.7621,660270.603
Point (136462.50282557852915488 664224.63915694446768612),829,EK6,6,1059,0,0,136462.5028,664224.6392
Point (136459.72594422518159263 664473.70940648496616632),547,EK5,5,547,0,0,136459.7259,664473.7094
Point (136456.0100703657080885 667514.55621814227197319),686,BM15,15,651,0,0,136456.0101,667514.5562
Point (136445.20057794498279691 661227.45767325849737972),1788,NB40,40,1658,0,0,136445.2006,661227.4577
Point (136440.29988310218323022 659442.3716133451089263),1206,CC11,11,756,0,0,136440.2999,659442.3716
Point (136409.83403258083853871 646061.29293634428177029),11,PE29,29,32,0,0,136409.834,646061.2929
Point (136409.16262174418079667 666097.2338010260136798),1495,EO46,46,1100,0,0,136409.1626,666097.2338
Point (136402.80416374234482646 658620.68240439496003091),1507,CC29,29,775,0,0,136402.8042,658620.6824
Point (136400.16093679168261588 645696.04392529965844005),523,PE36,36,486,0,0,136400.1609,645696.0439
Point (136392.7395208410162013 667650.32375385507475585),628,BM48,48,681,0,0,136392.7395,667650.3238
Point (136392.00808398897061124 660576.2737629518378526),1580,NB36,36,1653,0,0,136392.0081,660576.2738
Point (136386.34131968865403906 657929.37471822288352996),613,AV20,20,584,0,0,136386.3413,657929.3747
Point (136382.49750855274032801 664845.31748531619086862),1458,EO27,27,1080,0,0,136382.4975,664845.3175
Point (136381.9220873256563209 667307.7163469708757475),685,BM14,14,650,0,0,136381.9221,667307.7163
Point (136381.01057039352599531 666469.01708705187775195),1150,EO54,54,1109,0,0,136381.0106,666469.0171
Point (136377.73167145490879193 657673.6053678693715483),608,AV15,15,579,0,0,136377.7317,657673.6054
Point (136357.18026462593115866 666697.32111871894448996),1132,EO51,51,1106,0,0,136357.1803,666697.3211
Point (136356.31520799614372663 646194.42445065244100988),471,PE28,28,481,0,0,136356.3152,646194.4245
Point (136353.93167870174511336 665705.83730716456193477),1221,EO56,56,1111,0,0,136353.9317,665705.8373
Point (136352.79118086004746147 657510.55071403074543923),609,AV16,16,580,0,0,136352.7912,657510.5507
Point (136351.58936604598420672 659109.66969743533991277),1226,CC28,28,774,0,0,136351.5894,659109.6697
Point (136351.19478199715376832 660753.07573343242984265),1581,NB37,37,1654,0,0,136351.1948,660753.0757
Point (136339.01819319071364589 664099.03016498545184731),1098,EK4,4,1039,0,0,136339.0182,664099.0302
Point (136338.97650997847085819 660218.80922091589309275),1598,NB25,25,1643,0,0,136338.9765,660218.8092
Point (136331.94936595149920322 663437.53123692714143544),1434,DA10,10,957,0,0,136331.9494,663437.5312
Point (136330.18883711728267372 666641.51818228967022151),1133,EO52,52,1107,0,0,136330.1888,666641.5182
