wkt_geom,fid,FIELD_ID,SINGLE_NUM,OID_T,SHAPE_AREA,SHAPE_LEN,xcoord,ycoord
Point (128866.27003486533067189 666788.43203785247169435),1964,CP57,57,2144,0,0,128866.27,666788.432
Point (128859.99618726642802358 663527.04019841435365379),2743,US22,22,2683,0,0,128859.9962,663527.0402
Point (128837.40819749841466546 674361.38190876855514944),1677,AN28,28,1876,0,0,128837.4082,674361.3819
Point (128835.30331527024100069 664533.71843959973193705),2801,LY10,10,2440,0,0,128835.3033,664533.7184
Point (128830.09895111132937018 655932.33911740977782756),1004,LN12,12,1459,0,0,128830.099,655932.3391
Point (128810.95606569483061321 658151.17870319948997349),563,AL5,5,571,0,0,128810.9561,658151.1787
Point (128793.99783260666299611 657263.50904090912081301),30,LN26,26,10,0,0,128793.9978,657263.509
Point (128774.9478449480375275 643445.39567930472549051),41,GL11,11,21,0,0,128774.9478,643445.3957
Point (128771.66248608984460589 644085.39392251707613468),75,GL19,19,127,0,0,128771.6625,644085.3939
Point (128767.96291526575805619 666125.99466530396603048),2154,AO38,38,1922,0,0,128767.9629,666125.9947
Point (128738.07058371063612867 673621.45626594929490238),1672,AN21,21,1864,0,0,128738.0706,673621.4563
Point (128735.20865623393910937 663946.3751807768130675),2800,LY1,1,2439,0,0,128735.2087,663946.3752
Point (128728.21653806454560254 655657.81403103715274483),1026,LN13,13,1460,0,0,128728.2165,655657.814
Point (128719.31879008523537777 643816.35213837749324739),135,GL16,16,137,0,0,128719.3188,643816.3521
Point (128712.23876803240273148 664121.4622456276556477),2604,LY2,2,2450,0,0,128712.2388,664121.4622
Point (128708.86332920259155799 672822.10014470608439296),1690,AN16,16,1867,0,0,128708.8633,672822.1001
Point (128698.87806129905220587 666479.60127332073170692),2307,AO31,31,1915,0,0,128698.8781,666479.6013
Point (128695.89834724875981919 673356.65748091519344598),1671,AN37,37,1863,0,0,128695.8983,673356.6575
Point (128674.32874933400307782 663432.31249655643478036),2825,US27,27,2688,0,0,128674.3287,663432.3125
Point (128669.03120157094963361 673030.01503353763837367),1775,AN18,18,1868,0,0,128669.0312,673030.015
Point (128653.76310426865529735 642432.39732133341021836),332,KB31,31,330,0,0,128653.7631,642432.3973
Point (128643.82597726167296059 657973.04386241466272622),572,AL14,14,563,0,0,128643.826,657973.0439
Point (128639.44829931890126318 643532.52877834031824023),114,GL12,12,140,0,0,128639.4483,643532.5288
Point (128634.88710882666055113 644140.12886055535636842),76,GL18,18,128,0,0,128634.8871,644140.1289
Point (128630.70510066901624668 671926.71291591692715883),2859,KN11,11,2361,0,0,128630.7051,671926.7129
Point (128629.44966913718963042 657587.41744566021952778),559,AL19,19,567,0,0,128629.4497,657587.4174
Point (128614.69141866029531229 658341.48978084034752101),564,AL6,6,572,0,0,128614.6914,658341.4898
Point (128597.61560136896150652 666903.63680946209933609),2303,AO27,27,1911,0,0,128597.6156,666903.6368
Point (128593.68530444875068497 671427.75014522718265653),1848,KN2,2,2370,0,0,128593.6853,671427.7501
Point (128590.39441778430773411 663735.46669068653136492),1834,FO32,32,2206,0,0,128590.3944,663735.4667
Point (128588.031367998017231 655922.58479033480398357),1027,LN14,14,1461,0,0,128588.0314,655922.5848
Point (128570.90274993963248562 670918.17002320860046893),2178,KN20,20,2371,0,0,128570.9027,670918.17
Point (128567.9823791512317257 672292.83950555883347988),1689,AN12,12,1866,0,0,128567.9824,672292.8395
Point (128566.3399415790772764 643866.43706539226695895),134,GL17,17,136,0,0,128566.3399,643866.4371
Point (128553.77544718830904458 664577.79801850335206836),2503,LY14,14,2444,0,0,128553.7754,664577.798
Point (128552.3183654226741055 672494.67279696697369218),2126,AN9,9,1892,0,0,128552.3184,672494.6728
Point (128514.6370677051745588 643296.51913022447843105),498,UK20,20,517,0,0,128514.6371,643296.5191
Point (128514.07660718802071642 658088.37026334530673921),602,AL7,7,573,0,0,128514.0766,658088.3703
Point (128510.47103635457460769 673527.76406166912056506),1673,AN1,1,1865,0,0,128510.471,673527.7641
Point (128485.14307124022161588 644197.99791284650564194),127,GL21,21,129,0,0,128485.1431,644197.9979
Point (128481.32664233996183611 656098.48351261508651078),1028,LN15,15,1462,0,0,128481.3266,656098.4835
Point (128478.49303310250979848 672112.9655459487112239),2982,KN1,1,2359,0,0,128478.493,672112.9655
Point (128473.15158111500204541 673170.78794991504400969),2120,AN4,4,1886,0,0,128473.1516,673170.7879
Point (128448.44552497818949632 671898.75401169585529715),2180,KN3,3,2373,0,0,128448.4455,671898.754
Point (128444.23003278503892943 657935.62387142621446401),518,AL12,12,561,0,0,128444.23,657935.6239
Point (128433.25605204846942797 663624.66801856551319361),1833,FO31,31,2205,0,0,128433.2561,663624.668
Point (128430.81857267134182621 674003.56014700466766953),1680,AN30,30,1879,0,0,128430.8186,674003.5601
Point (128430.08920785195368808 668106.90710662736091763),2140,AO86,86,1954,0,0,128430.0892,668106.9071
Point (128422.03505575880990364 671550.53367645107209682),2019,KN5,5,2375,0,0,128422.0351,671550.5337
Point (128416.69728002735064365 671752.23810650641098619),2018,KN4,4,2374,0,0,128416.6973,671752.2381
Point (128409.84647448037867434 671245.77773550618439913),1669,KN6,6,1861,0,0,128409.8465,671245.7777
Point (128407.72174010610615369 666614.15823367866687477),2306,AO30,30,1914,0,0,128407.7217,666614.1582
Point (128397.59654736192896962 655555.34815518907271326),776,LN27,27,1470,0,0,128397.5965,655555.3482
Point (128389.77805042541876901 672760.53847533697262406),1623,AN37,37,1884,0,0,128389.7781,672760.5385
Point (128386.4220060368970735 655927.79882066778372973),1030,LN17,17,1464,0,0,128386.422,655927.7988
Point (128385.61749223085644189 672996.0377642575185746),2125,AN8,8,1891,0,0,128385.6175,672996.0378
Point (128375.7796030376048293 667048.60389908403158188),2302,AO26,26,1910,0,0,128375.7796,667048.6039
Point (128364.87859947640390601 666060.40074743970762938),2271,AO67,67,1946,0,0,128364.8786,666060.4007
Point (128353.66754447582934517 655766.48177929595112801),1029,LN16,16,1463,0,0,128353.6675,655766.4818
Point (128339.5665020011656452 658243.07879857590887696),603,AL8,8,574,0,0,128339.5665,658243.0788
Point (128337.07208069899934344 672423.44710078311618418),1876,AN35,35,1882,0,0,128337.0721,672423.4471
Point (128324.84565964118519332 670883.35125251486897469),2021,KN8,8,2377,0,0,128324.8457,670883.3513
Point (128309.85316197952488437 657799.27462163043674082),571,AL13,13,562,0,0,128309.8532,657799.2746
Point (128309.41890017001423985 643553.96273882279638201),117,GL13,13,143,0,0,128309.4189,643553.9627
Point (128301.38605730705603492 673277.65790116367861629),1679,AN3,3,1878,0,0,128301.3861,673277.6579
Point (128300.78091589907126036 644099.92602925945539027),128,GL22,22,130,0,0,128300.7809,644099.926
Point (128300.01357616699533537 670486.57524626445956528),2041,KN9,9,2378,0,0,128300.0136,670486.5752
Point (128281.82692946467432193 671464.56300082511734217),1763,KN7,7,1860,0,0,128281.8269,671464.563
Point (128276.67265335340925958 643913.87302321172319353),133,GL26,26,135,0,0,128276.6727,643913.873
Point (128270.68033342744456604 644380.62303588236682117),130,GL23,23,132,0,0,128270.6803,644380.623
Point (128264.58473337098257616 666359.1991397850215435),2153,AO37,37,1921,0,0,128264.5847,666359.1991
Point (128262.09415616550541017 663401.35727631393820047),1659,FO33,33,2207,0,0,128262.0942,663401.3573
Point (128258.53332054091151804 657459.04085099929943681),561,AL20,20,569,0,0,128258.5333,657459.0409
Point (128250.40368165004474577 668122.56257443793583661),2136,AO81,81,1950,0,0,128250.4037,668122.5626
Point (128237.81301129462372046 671283.09602942771743983),1828,KN17,17,2367,0,0,128237.813,671283.096
Point (128230.9408009587059496 641996.56503959710244089),282,KB20,20,329,0,0,128230.9408,641996.565
Point (128226.30736091347353067 670159.4394274823134765),2925,KN12,12,2362,0,0,128226.3074,670159.4394
Point (128219.0633903590060072 672199.40600048424676061),1670,KN24,24,1862,0,0,128219.0634,672199.406
Point (128204.91169086430454627 667820.15919134137220681),2244,AO14,14,1898,0,0,128204.9117,667820.1592
Point (128195.91015982093813363 673078.68843896419275552),2123,AN6,6,1889,0,0,128195.9102,673078.6884
Point (128193.1368607417534804 671895.40134138613939285),2179,KN23,23,2372,0,0,128193.1369,671895.4013
Point (128188.74779983202461153 671122.44709197024349123),2020,KN6,6,2376,0,0,128188.7478,671122.4471
Point (128165.6392796395230107 641651.32849120756145567),503,UK3,3,522,0,0,128165.6393,641651.3285
Point (128158.0097124427993549 655514.37958210194483399),1361,LN21,21,1467,0,0,128158.0097,655514.3796
Point (128145.08520018041599542 673444.14700843300670385),1875,AN32,32,1881,0,0,128145.0852,673444.147
Point (128143.69480496752657928 673703.31082605430856347),1874,AN31,31,1880,0,0,128143.6948,673703.3108
Point (128143.37451337392849382 642488.38536350743379444),574,UK9,9,529,0,0,128143.3745,642488.3854
Point (128140.58530073173460551 641419.57988054282031953),497,UK2,2,516,0,0,128140.5853,641419.5799
Point (128139.93042293841426726 669868.531172139570117),2127,AO1,1,1893,0,0,128139.9304,669868.5312
Point (128127.86922198232787196 644196.37844309851061553),129,GL25,25,131,0,0,128127.8692,644196.3784
Point (128126.68347832074505277 666755.76998864603228867),2304,AO29,29,1912,0,0,128126.6835,666755.77
Point (128122.31565840693656355 642882.61404065333772451),463,UK12,12,508,0,0,128122.3157,642882.614
Point (128103.86300444329390302 655857.02289414289407432),22,LN20,20,9,0,0,128103.863,655857.0229
Point (128094.7666815060947556 670907.3698272310430184),1847,KN19,19,2369,0,0,128094.7667,670907.3698
Point (128090.91221342991048004 673198.89536844822578132),2122,AN5,5,1888,0,0,128090.9122,673198.8954
Point (128087.98646167300466914 644334.58678048732690513),131,GL24,24,133,0,0,128087.9865,644334.5868
Point (128087.71458651577995624 642011.28000952955335379),508,UK7,7,527,0,0,128087.7146,642011.28
Point (128083.89889609116653446 671464.67621867847628891),1827,KN16,16,2366,0,0,128083.8989,671464.6762
Point (128078.78560875469702296 655837.14811418065801263),2391,LN19,19,3098,0,0,128078.7856,655837.1481
Point (128076.74649581743869931 663487.33661957480944693),1746,FO30,30,2204,0,0,128076.7465,663487.3366
Point (128061.58354712081199978 672539.16737055731937289),1622,AN36,36,1883,0,0,128061.5835,672539.1674
Point (128060.74079342816548888 670236.50191565952263772),2777,KN10,10,2360,0,0,128060.7408,670236.5019
Point (128059.84628248374792747 669556.958206552779302),2200,AO2,2,1903,0,0,128059.8463,669556.9582
Point (128056.77248870357288979 670546.70609989669173956),2926,KN13,13,2363,0,0,128056.7725,670546.7061
Point (128052.34466787709970959 668114.50539182464126498),2241,AO11,11,1895,0,0,128052.3447,668114.5054
Point (128050.94415123407088686 663946.28448466549161822),1757,FO36,36,2210,0,0,128050.9442,663946.2845
Point (128031.71811949080438353 656359.23811176687013358),854,LN24,24,1469,0,0,128031.7181,656359.2381
Point (128027.20716414738853928 667359.71379735227674246),2199,AO19,19,1902,0,0,128027.2072,667359.7138
Point (128025.82253690966172144 643355.2973730571102351),470,UK19,19,515,0,0,128025.8225,643355.2974
Point (128014.67193207451782655 667582.02076389116700739),2198,AO18,18,1901,0,0,128014.6719,667582.0208
Point (128014.41171082126675174 663214.06265319744125009),1674,FO34,34,2208,0,0,128014.4117,663214.0627
Point (128003.93860967484943103 672991.17608406499493867),2124,AN7,7,1890,0,0,128003.9386,672991.1761
Point (128001.98090852845052723 670396.6575704748975113),2927,KN14,14,2364,0,0,128001.9809,670396.6576
Point (127991.55168084536853712 668386.33995928766671568),2240,AO10,10,1894,0,0,127991.5517,668386.34
Point (127991.2919794632907724 667161.02419881650712341),2285,AO25,25,1909,0,0,127991.292,667161.0242
Point (127988.71385684616689105 642289.05506242229603231),573,UK8,8,528,0,0,127988.7139,642289.0551
Point (127986.85319304361473769 643501.61760065727867186),116,GL14,14,142,0,0,127986.8532,643501.6176
Point (127985.49070059609948657 664602.35562580160330981),1753,FO18,18,2190,0,0,127985.4907,664602.3556
Point (127981.29401695926208049 670942.12486498174257576),1846,KN18,18,2368,0,0,127981.294,670942.1249
Point (127980.13128662211238407 657089.31737666332628578),582,AL21,21,537,0,0,127980.1313,657089.3174
Point (127961.48867375218833331 666501.36997193028219044),2152,AO36,36,1920,0,0,127961.4887,666501.37
Point (127950.10072740924078971 669882.69672905735205859),2157,AO41,41,1925,0,0,127950.1007,669882.6967
Point (127943.73844818773795851 667834.70403786597307771),2243,AO13,13,1897,0,0,127943.7384,667834.704
Point (127926.39857680929708295 641975.47525975713506341),505,UK4,4,524,0,0,127926.3986,641975.4753
Point (127905.33951311319833621 663100.76133190782275051),1782,FO39,39,2213,0,0,127905.3395,663100.7613
Point (127894.07550408267707098 643012.45873777463566512),464,UK13,13,509,0,0,127894.0755,643012.4587
Point (127893.75101409803028218 669257.32432355254422873),2305,AO3,3,1913,0,0,127893.751,669257.3243
Point (127884.09428015096636955 669672.47006156842689961),2158,AO42,42,1926,0,0,127884.0943,669672.4701
Point (127853.2963169043941889 656108.20897519355639815),1362,LN23,23,1468,0,0,127853.2963,656108.209
Point (127852.33631441074248869 670411.64354801445733756),2928,KN15,15,2365,0,0,127852.3363,670411.6435
Point (127843.66795741220994387 643231.90621495863888413),469,UK18,18,514,0,0,127843.668,643231.9062
Point (127823.13080828136298805 641595.89749299664981663),118,UK1,1,144,0,0,127823.1308,641595.8975
Point (127814.19521727156825364 666904.23889297561254352),1762,AO28,28,1859,0,0,127814.1952,666904.2389
Point (127812.06178705433558207 668593.09709139761980623),2273,AO7,7,1948,0,0,127812.0618,668593.0971
Point (127810.92102967538812663 669465.05791397287975997),2159,AO43,43,1927,0,0,127810.921,669465.0579
Point (127802.01353596153785475 668158.4965989941265434),2246,AO45,45,1928,0,0,127802.0135,668158.4966
Point (127798.42267870515934192 668893.89466614741832018),2227,AO5,5,1932,0,0,127798.4227,668893.8947
Point (127789.28704550978727639 655619.60379027214366943),1359,LN18,18,1465,0,0,127789.287,655619.6038
Point (127785.8957766471139621 643684.38897121942136437),115,GL15,15,141,0,0,127785.8958,643684.389
Point (127774.99404863723611925 642400.81987014214973897),507,UK6,6,526,0,0,127774.994,642400.8199
Point (127764.1945403256395366 642124.64277575502637774),506,UK5,5,525,0,0,127764.1945,642124.6428
Point (127749.99410632986109704 668396.08413366856984794),2141,AO9,9,1955,0,0,127749.9941,668396.0841
Point (127739.15253946365555748 667853.04589968605432659),2242,AO12,12,1896,0,0,127739.1525,667853.0459
Point (127729.23661216821346898 643242.59941456012893468),468,UK17,17,513,0,0,127729.2366,643242.5994
Point (127705.86885623390844557 667359.93661928176879883),2201,AO20,20,1904,0,0,127705.8689,667359.9366
Point (127698.28919797236449085 663218.86666663561481982),1675,FO35,35,2209,0,0,127698.2892,663218.8667
Point (127697.6097711595648434 644270.69949404464568943),132,GL27,27,134,0,0,127697.6098,644270.6995
Point (127676.48277479881653562 668210.47732114163227379),2248,AO48,48,1930,0,0,127676.4828,668210.4773
Point (127653.83247220324119553 643045.22272995149251074),465,UK14,14,510,0,0,127653.8325,643045.2227
Point (127645.21082983937230892 668629.10267365560866892),2247,AO47,47,1929,0,0,127645.2108,668629.1027
Point (127639.81851778889540583 664271.10115762462373823),1731,FO15,15,2187,0,0,127639.8185,664271.1012
Point (127616.52694031428836752 667073.79919443093240261),2205,AO24,24,1908,0,0,127616.5269,667073.7992
Point (127593.21182226193195675 666628.50441830651834607),2151,AO35,35,1919,0,0,127593.2118,666628.5044
Point (127537.54769903951091692 667443.28854460013099015),2081,AO16,16,1900,0,0,127537.5477,667443.2885
Point (127523.63681600910786074 643358.5883117881603539),467,UK16,16,512,0,0,127523.6368,643358.5883
Point (127517.8647475575999124 663994.11850280954968184),1245,FO11,11,2183,0,0,127517.8647,663994.1185
Point (127495.37638863109168597 664445.89271348749753088),1732,FO16,16,2188,0,0,127495.3764,664445.8927
Point (127489.59158737849793397 669055.53369787917472422),2156,AO4,4,1924,0,0,127489.5916,669055.5337
Point (127477.95635255383967888 663311.52473815949633718),1780,FO37,37,2211,0,0,127477.9564,663311.5247
Point (127467.7507139468943933 668264.62214881915133446),2292,AO8,8,1949,0,0,127467.7507,668264.6221
Point (127446.09565346251474693 667863.87200802238658071),2272,AO68,68,1947,0,0,127446.0957,667863.872
Point (127430.23940470477100462 667025.79478508280590177),2204,AO23,23,1907,0,0,127430.2394,667025.7948
Point (127418.25061945462948643 668747.3276281300932169),2332,AO6,6,1939,0,0,127418.2506,668747.3276
